dataset,column,value
sales_dataset,customer_name,Baumbach Group
sales_dataset,customer_name,West-Cummings
sales_dataset,customer_name,Larkin-Collier
sales_dataset,customer_name,Hilll-Vandervort
sales_dataset,customer_name,Wunsch LLC
sales_dataset,customer_name,Goldner-Dibbert
sales_dataset,customer_name,Marquardt-Kuvalis
sales_dataset,customer_name,"Hermiston, Simonis and Wisoky"
sales_dataset,customer_name,Stehr LLC
sales_dataset,customer_name,Rath-Schroeder
sales_dataset,customer_name,"Murray, Reichel and Nolan"
sales_dataset,customer_name,"Hartmann, Hane and Pfannerstill"
sales_dataset,customer_name,"Schmitt, Purdy and Johnson"
sales_dataset,customer_name,"Lubowitz, McLaughlin and Erdman"
sales_dataset,customer_name,Considine-Fisher
sales_dataset,customer_name,Gislason-Stanton
sales_dataset,customer_name,McClure Inc
sales_dataset,customer_name,Walter LLC
sales_dataset,customer_name,Gleichner-Green
sales_dataset,customer_name,"Farrell, Swaniawski and Crist"
sales_dataset,customer_name,Stamm-Zulauf
sales_dataset,customer_name,Hane Inc
sales_dataset,customer_name,Stamm Inc
sales_dataset,customer_name,"Heaney, Gulgowski and Kshlerin"
sales_dataset,customer_name,Gorczany-Lehner
sales_dataset,customer_name,Tromp LLC
sales_dataset,customer_name,Schuster Inc
sales_dataset,customer_name,"Lind, Mueller and Stoltenberg"
sales_dataset,customer_name,Littel-Blick
sales_dataset,sales_manager,Maxie Marrow
sales_dataset,sales_manager,Othello Bowes
sales_dataset,sales_manager,Celine Tumasian
sales_dataset,sales_manager,Piggy Roscrigg
sales_dataset,sales_manager,Rickard Doogood
sales_dataset,sales_manager,Ilsa Kob
sales_dataset,sales_manager,Jessamine Apark
sales_dataset,sales_manager,Charil Alpe
sales_dataset,sales_manager,Hube Corey
sales_dataset,sales_manager,Emalia Dinse
sales_dataset,sales_manager,Glenine Suttaby
sales_dataset,sales_manager,Modestia Byfford
sales_dataset,sales_manager,Denice Amberg
sales_dataset,sales_manager,Lambert Norheny
sales_dataset,sales_manager,Orsa Geekin
sales_dataset,sales_rep,Tarrah Castelletti
sales_dataset,sales_rep,Amelina Piscopiello
sales_dataset,sales_rep,Corene Shirer
sales_dataset,sales_rep,Crysta Halls
sales_dataset,sales_rep,Joshua Prevost
sales_dataset,sales_rep,Alyosha Meah
sales_dataset,sales_rep,Avrit Chanders
sales_dataset,sales_rep,Aurelie Wren
sales_dataset,sales_rep,Casie MacBain
sales_dataset,sales_rep,Hortense Gerring
sales_dataset,sales_rep,Jocelyn Laurentino
sales_dataset,sales_rep,Madelon Bront
sales_dataset,sales_rep,Maighdiln Upcraft
sales_dataset,sales_rep,Anita Woakes
sales_dataset,sales_rep,Brynn Dempster
sales_dataset,sales_rep,Jay Morefield
sales_dataset,sales_rep,Genevra Charrisson
sales_dataset,sales_rep,Winny Agnolo
sales_dataset,sales_rep,Caro Morfield
sales_dataset,sales_rep,Bernadine Fullagar
sales_dataset,sales_rep,Mellicent Mattys
sales_dataset,sales_rep,Perri Aldersley
sales_dataset,sales_rep,Palm Wetherald
sales_dataset,sales_rep,Ora Grennan
sales_dataset,sales_rep,Wat Bowkley
sales_dataset,sales_rep,Smitty Culverhouse
sales_dataset,sales_rep,Case Desorts
sales_dataset,sales_rep,Bunnie Tonbridge
sales_dataset,sales_rep,Bertha Walbrook
sales_dataset,sales_rep,Nero Harbisher
sales_dataset,sales_rep,Collin Mackness
sales_dataset,sales_rep,Shermy McGready
sales_dataset,sales_rep,Manuel Goudie
sales_dataset,sales_rep,Cobby Andersen
sales_dataset,sales_rep,Bank Coumbe
sales_dataset,device_type,Tablet
sales_dataset,device_type,PC
sales_dataset,device_type,Mobile
sales_dataset,order_id,70-0511466
sales_dataset,order_id,77-3489084
sales_dataset,order_id,65-8218141
sales_dataset,order_id,29-5478106
sales_dataset,order_id,57-6602854
sales_dataset,order_id,78-3301264
sales_dataset,order_id,32-3124563
sales_dataset,order_id,92-7042708
sales_dataset,order_id,15-2994585
sales_dataset,order_id,48-0713329
sales_dataset,order_id,16-0987104
sales_dataset,order_id,91-8142232
sales_dataset,order_id,85-9787047
sales_dataset,order_id,06-2196763
sales_dataset,order_id,51-9029547
sales_dataset,order_id,74-1131921
sales_dataset,order_id,26-9787272
sales_dataset,order_id,15-6838362
sales_dataset,order_id,31-6585710
sales_dataset,order_id,38-0584273
sales_dataset,order_id,27-4115444
sales_dataset,order_id,70-8991739
sales_dataset,order_id,27-3437546
sales_dataset,order_id,48-6452102
sales_dataset,order_id,58-2028009
sales_dataset,order_id,52-0695511
sales_dataset,order_id,30-3460885
sales_dataset,order_id,11-2653878
sales_dataset,order_id,65-0792739
sales_dataset,order_id,62-4331197
sales_dataset,order_id,00-1398218
sales_dataset,order_id,34-1570975
sales_dataset,order_id,99-0862667
sales_dataset,order_id,21-7461655
sales_dataset,order_id,94-1762263
sales_dataset,order_id,16-6855831
sales_dataset,order_id,86-6107692
sales_dataset,order_id,80-2242820
sales_dataset,order_id,21-4033151
sales_dataset,order_id,32-3534634
sales_dataset,order_id,88-8436664
sales_dataset,order_id,06-5566367
sales_dataset,order_id,89-5350599
sales_dataset,order_id,37-0756560
sales_dataset,order_id,51-4531731
sales_dataset,order_id,39-3209780
sales_dataset,order_id,65-2022928
sales_dataset,order_id,08-7576451
sales_dataset,order_id,57-2968987
sales_dataset,order_id,60-8646184
sales_dataset,order_id,32-3418936
sales_dataset,order_id,84-1343954
sales_dataset,order_id,06-9596696
sales_dataset,order_id,14-6700183
sales_dataset,order_id,04-7976277
sales_dataset,order_id,86-2962836
sales_dataset,order_id,12-1257338
sales_dataset,order_id,03-9337803
sales_dataset,order_id,28-0849652
sales_dataset,order_id,91-3344544
sales_dataset,order_id,37-0857161
sales_dataset,order_id,88-4621939
sales_dataset,order_id,52-7280101
sales_dataset,order_id,39-1671087
sales_dataset,order_id,58-9821508
sales_dataset,order_id,60-7777080
sales_dataset,order_id,12-4881666
sales_dataset,order_id,85-6263705
sales_dataset,order_id,23-5766200
sales_dataset,order_id,08-0446109
sales_dataset,order_id,56-6310976
sales_dataset,order_id,11-0955383
sales_dataset,order_id,27-7169008
sales_dataset,order_id,94-3251589
sales_dataset,order_id,57-2495984
sales_dataset,order_id,13-9607758
sales_dataset,order_id,32-1940437
sales_dataset,order_id,49-2458036
sales_dataset,order_id,14-1143584
sales_dataset,order_id,42-2646312
sales_dataset,order_id,70-3373325
sales_dataset,order_id,25-2355172
sales_dataset,order_id,07-3222085
sales_dataset,order_id,44-1953194
sales_dataset,order_id,36-3226083
sales_dataset,order_id,92-2645259
sales_dataset,order_id,81-2373308
sales_dataset,order_id,92-4695001
sales_dataset,order_id,37-8204282
sales_dataset,order_id,82-1082124
sales_dataset,order_id,06-5115020
sales_dataset,order_id,72-7630507
sales_dataset,order_id,65-5818172
sales_dataset,order_id,87-6162387
sales_dataset,order_id,53-1660551
sales_dataset,order_id,53-1426071
sales_dataset,order_id,46-2632808
sales_dataset,order_id,82-4653018
sales_dataset,order_id,66-0265458
sales_dataset,order_id,16-5450021
sales_dataset,order_id,30-8840089
sales_dataset,order_id,43-5417299
sales_dataset,order_id,59-1230573
sales_dataset,order_id,95-8015610
sales_dataset,order_id,61-4937643
sales_dataset,order_id,33-4102367
sales_dataset,order_id,88-5343320
sales_dataset,order_id,79-6676714
sales_dataset,order_id,29-5632797
sales_dataset,order_id,36-2366573
sales_dataset,order_id,75-1807214
sales_dataset,order_id,69-8016438
sales_dataset,order_id,21-7344983
sales_dataset,order_id,38-3894304
sales_dataset,order_id,19-8109416
sales_dataset,order_id,26-0092767
sales_dataset,order_id,21-2589548
sales_dataset,order_id,68-0080728
sales_dataset,order_id,35-4551515
sales_dataset,order_id,22-5761330
sales_dataset,order_id,96-3022721
sales_dataset,order_id,31-1849120
sales_dataset,order_id,34-3302340
sales_dataset,order_id,37-9761957
sales_dataset,order_id,19-9205287
sales_dataset,order_id,53-0205940
sales_dataset,order_id,11-5630090
sales_dataset,order_id,66-5572109
sales_dataset,order_id,36-0185776
sales_dataset,order_id,11-2988171
sales_dataset,order_id,64-0103144
sales_dataset,order_id,43-7357498
sales_dataset,order_id,98-6247105
sales_dataset,order_id,02-9523107
sales_dataset,order_id,74-6920956
sales_dataset,order_id,91-4735064
sales_dataset,order_id,52-3150154
sales_dataset,order_id,02-3364199
sales_dataset,order_id,67-6692861
sales_dataset,order_id,00-8086430
sales_dataset,order_id,22-4278602
sales_dataset,order_id,33-0729966
sales_dataset,order_id,09-7835975
sales_dataset,order_id,56-6094665
sales_dataset,order_id,54-5082146
sales_dataset,order_id,05-0243828
sales_dataset,order_id,30-9025281
sales_dataset,order_id,75-0683725
sales_dataset,order_id,06-4986886
sales_dataset,order_id,45-1867999
sales_dataset,order_id,52-5981325
sales_dataset,order_id,56-2408571
sales_dataset,order_id,73-2763209
sales_dataset,order_id,77-5229094
sales_dataset,order_id,10-1511807
sales_dataset,order_id,15-9091881
sales_dataset,order_id,08-4398900
sales_dataset,order_id,47-0713476
sales_dataset,order_id,51-1141675
sales_dataset,order_id,07-5296371
sales_dataset,order_id,00-7326184
sales_dataset,order_id,55-1904761
sales_dataset,order_id,15-3241183
sales_dataset,order_id,60-1991659
sales_dataset,order_id,12-2375671
sales_dataset,order_id,62-9738356
sales_dataset,order_id,77-3656041
sales_dataset,order_id,59-0893568
sales_dataset,order_id,22-7587128
sales_dataset,order_id,48-2124998
sales_dataset,order_id,89-0187996
sales_dataset,order_id,32-9344186
sales_dataset,order_id,34-8182639
sales_dataset,order_id,38-6130023
sales_dataset,order_id,30-7149594
sales_dataset,order_id,75-7443241
sales_dataset,order_id,16-8778373
sales_dataset,order_id,20-7532198
sales_dataset,order_id,30-7981953
sales_dataset,order_id,62-1694462
sales_dataset,order_id,98-3033030
sales_dataset,order_id,09-8360520
sales_dataset,order_id,03-2027170
sales_dataset,order_id,80-3039005
sales_dataset,order_id,46-0270404
sales_dataset,order_id,92-7234550
sales_dataset,order_id,39-5542863
sales_dataset,order_id,90-2530115
sales_dataset,order_id,79-6623911
sales_dataset,order_id,97-5797169
sales_dataset,order_id,49-2256360
sales_dataset,order_id,40-7356336
sales_dataset,order_id,70-0364033
sales_dataset,order_id,54-7503816
sales_dataset,order_id,09-3747816
sales_dataset,order_id,82-8836162
sales_dataset,order_id,75-9517276
sales_dataset,order_id,95-4271285
sales_dataset,order_id,73-8632957
sales_dataset,order_id,82-0533747
sales_dataset,order_id,72-2647440
sales_dataset,order_id,01-8080546
sales_dataset,order_id,51-5334556
sales_dataset,order_id,93-2085046
sales_dataset,order_id,75-1785229
sales_dataset,order_id,04-1808253
sales_dataset,order_id,63-4386955
sales_dataset,order_id,00-1210718
sales_dataset,order_id,05-5082715
sales_dataset,order_id,73-9492768
sales_dataset,order_id,24-8477374
sales_dataset,order_id,81-7970957
sales_dataset,order_id,71-4409662
sales_dataset,order_id,50-2481520
sales_dataset,order_id,33-8484080
sales_dataset,order_id,57-6995715
sales_dataset,order_id,16-3423161
sales_dataset,order_id,00-4698524
sales_dataset,order_id,57-1931933
sales_dataset,order_id,85-7784608
sales_dataset,order_id,48-7252604
sales_dataset,order_id,67-6072579
sales_dataset,order_id,48-7080069
sales_dataset,order_id,66-7717800
sales_dataset,order_id,04-6732680
sales_dataset,order_id,76-2572347
sales_dataset,order_id,48-8166416
sales_dataset,order_id,62-7218897
sales_dataset,order_id,04-2863062
sales_dataset,order_id,74-0214938
sales_dataset,order_id,50-1986322
sales_dataset,order_id,93-9111830
sales_dataset,order_id,36-1142710
sales_dataset,order_id,44-7664180
sales_dataset,order_id,78-3726363
sales_dataset,order_id,54-5705354
sales_dataset,order_id,04-2788693
sales_dataset,order_id,15-2503493
sales_dataset,order_id,56-2537757
sales_dataset,order_id,94-0775004
sales_dataset,order_id,44-5240815
sales_dataset,order_id,98-5257166
sales_dataset,order_id,74-6211038
sales_dataset,order_id,18-2580592
sales_dataset,order_id,82-4770311
sales_dataset,order_id,56-9241023
sales_dataset,order_id,02-3333733
sales_dataset,order_id,96-1698894
sales_dataset,order_id,70-9736399
sales_dataset,order_id,37-6597365
sales_dataset,order_id,14-5110197
sales_dataset,order_id,68-6141868
sales_dataset,order_id,28-7069317
sales_dataset,order_id,19-1017922
sales_dataset,order_id,07-6200800
sales_dataset,order_id,70-0112393
sales_dataset,order_id,81-4176165
sales_dataset,order_id,87-7908481
sales_dataset,order_id,25-6638623
sales_dataset,order_id,01-4729172
sales_dataset,order_id,12-4509008
sales_dataset,order_id,83-9569509
sales_dataset,order_id,92-4440351
sales_dataset,order_id,55-4161787
sales_dataset,order_id,21-4464304
sales_dataset,order_id,38-6891011
sales_dataset,order_id,51-3543971
sales_dataset,order_id,46-2962443
sales_dataset,order_id,78-7666796
sales_dataset,order_id,60-0406937
sales_dataset,order_id,89-7467187
sales_dataset,order_id,85-6625096
sales_dataset,order_id,56-7910696
sales_dataset,order_id,49-7167664
sales_dataset,order_id,30-9690927
sales_dataset,order_id,70-4650708
sales_dataset,order_id,71-1921602
sales_dataset,order_id,84-5310661
sales_dataset,order_id,47-9858688
sales_dataset,order_id,26-1781486
sales_dataset,order_id,70-5394452
sales_dataset,order_id,15-7053450
sales_dataset,order_id,22-6046651
sales_dataset,order_id,29-1727395
sales_dataset,order_id,63-0019978
sales_dataset,order_id,53-2132479
sales_dataset,order_id,84-0679518
sales_dataset,order_id,71-6499815
sales_dataset,order_id,98-0946281
sales_dataset,order_id,90-6933957
sales_dataset,order_id,29-8090560
sales_dataset,order_id,82-0537890
sales_dataset,order_id,40-9830607
sales_dataset,order_id,21-6670877
sales_dataset,order_id,68-5024232
sales_dataset,order_id,13-0833129
sales_dataset,order_id,53-0009701
sales_dataset,order_id,96-7625873
sales_dataset,order_id,84-9167618
sales_dataset,order_id,67-2823354
sales_dataset,order_id,07-7047482
sales_dataset,order_id,01-7655863
sales_dataset,order_id,47-5319780
sales_dataset,order_id,78-5541691
sales_dataset,order_id,93-9941140
sales_dataset,order_id,91-0416047
sales_dataset,order_id,46-6126203
sales_dataset,order_id,44-9908550
sales_dataset,order_id,27-9800293
sales_dataset,order_id,68-0176456
sales_dataset,order_id,66-7112079
sales_dataset,order_id,95-1862126
sales_dataset,order_id,03-3076058
sales_dataset,order_id,22-8551804
sales_dataset,order_id,85-3431441
sales_dataset,order_id,47-6702070
sales_dataset,order_id,39-6568658
sales_dataset,order_id,24-9178520
sales_dataset,order_id,61-4366487
sales_dataset,order_id,61-0888460
sales_dataset,order_id,54-3353166
sales_dataset,order_id,93-0380487
sales_dataset,order_id,17-0893784
sales_dataset,order_id,34-0286364
sales_dataset,order_id,46-1318487
sales_dataset,order_id,43-8355995
sales_dataset,order_id,20-3441688
sales_dataset,order_id,63-1220717
sales_dataset,order_id,25-2616039
sales_dataset,order_id,20-0499139
sales_dataset,order_id,92-6298656
sales_dataset,order_id,57-9765345
sales_dataset,order_id,16-9758497
sales_dataset,order_id,10-4704941
sales_dataset,order_id,70-8181545
sales_dataset,order_id,15-5051694
sales_dataset,order_id,20-4568650
sales_dataset,order_id,40-9497268
sales_dataset,order_id,77-4566105
sales_dataset,order_id,17-3178991
sales_dataset,order_id,25-9913528
sales_dataset,order_id,96-0020600
sales_dataset,order_id,66-8222460
sales_dataset,order_id,84-5642889
sales_dataset,order_id,19-6334792
sales_dataset,order_id,53-3037652
sales_dataset,order_id,47-9191500
sales_dataset,order_id,44-9179070
sales_dataset,order_id,21-3278349
sales_dataset,order_id,56-1063618
sales_dataset,order_id,68-3731565
sales_dataset,order_id,38-2969743
sales_dataset,order_id,84-2496865
sales_dataset,order_id,03-3461826
sales_dataset,order_id,62-3312495
sales_dataset,order_id,44-2650716
sales_dataset,order_id,73-4726386
sales_dataset,order_id,84-2858993
sales_dataset,order_id,24-2403756
sales_dataset,order_id,67-2684209
sales_dataset,order_id,26-1201622
sales_dataset,order_id,12-2202467
sales_dataset,order_id,99-3971751
sales_dataset,order_id,10-5202864
sales_dataset,order_id,95-2190016
sales_dataset,order_id,49-1493117
sales_dataset,order_id,45-3085595
sales_dataset,order_id,72-7973717
sales_dataset,order_id,72-4825752
sales_dataset,order_id,80-3206606
sales_dataset,order_id,22-5929243
sales_dataset,order_id,96-5231814
sales_dataset,order_id,84-1062113
sales_dataset,order_id,89-8942175
sales_dataset,order_id,44-9978904
sales_dataset,order_id,28-1840061
sales_dataset,order_id,19-3893110
sales_dataset,order_id,60-6998932
sales_dataset,order_id,99-9599677
sales_dataset,order_id,11-5260310
sales_dataset,order_id,76-2368068
sales_dataset,order_id,35-6825112
sales_dataset,order_id,25-6368157
sales_dataset,order_id,41-6241712
sales_dataset,order_id,65-0441590
sales_dataset,order_id,62-1501210
sales_dataset,order_id,15-3657248
sales_dataset,order_id,69-4462108
sales_dataset,order_id,53-7680732
sales_dataset,order_id,31-8846200
sales_dataset,order_id,34-3119010
sales_dataset,order_id,24-3140242
sales_dataset,order_id,60-9753536
sales_dataset,order_id,13-6163562
sales_dataset,order_id,78-8990131
sales_dataset,order_id,14-9919657
sales_dataset,order_id,84-5276032
sales_dataset,order_id,79-0973971
sales_dataset,order_id,55-4588115
sales_dataset,order_id,52-8377955
sales_dataset,order_id,37-2363680
sales_dataset,order_id,16-5837761
sales_dataset,order_id,01-8696189
sales_dataset,order_id,94-2134593
sales_dataset,order_id,84-9254695
sales_dataset,order_id,18-0704377
sales_dataset,order_id,03-4651559
sales_dataset,order_id,79-8966057
sales_dataset,order_id,47-5524071
sales_dataset,order_id,82-4495901
sales_dataset,order_id,36-2012010
sales_dataset,order_id,91-7317758
sales_dataset,order_id,36-2694099
sales_dataset,order_id,74-9554997
sales_dataset,order_id,57-5645459
sales_dataset,order_id,67-8646070
sales_dataset,order_id,62-5120016
sales_dataset,order_id,16-3842379
sales_dataset,order_id,73-8057834
sales_dataset,order_id,76-8416893
sales_dataset,order_id,80-1021367
sales_dataset,order_id,89-2424262
sales_dataset,order_id,01-1212783
sales_dataset,order_id,20-1827241
sales_dataset,order_id,18-7046062
sales_dataset,order_id,03-3542738
sales_dataset,order_id,73-3464233
sales_dataset,order_id,88-1349718
sales_dataset,order_id,52-9152387
sales_dataset,order_id,85-9560144
sales_dataset,order_id,76-0724533
sales_dataset,order_id,36-7597839
sales_dataset,order_id,44-6408586
sales_dataset,order_id,18-0483044
sales_dataset,order_id,19-3129154
sales_dataset,order_id,74-8625042
sales_dataset,order_id,97-4830372
sales_dataset,order_id,57-8678621
sales_dataset,order_id,21-8525376
sales_dataset,order_id,74-6473826
sales_dataset,order_id,98-3051699
sales_dataset,order_id,66-4296261
sales_dataset,order_id,64-5761908
sales_dataset,order_id,68-6900528
sales_dataset,order_id,03-4045721
sales_dataset,order_id,82-0616982
sales_dataset,order_id,07-1769568
sales_dataset,order_id,52-0213558
sales_dataset,order_id,90-7039701
sales_dataset,order_id,75-7291972
sales_dataset,order_id,27-7554919
sales_dataset,order_id,74-6221213
sales_dataset,order_id,50-0942872
sales_dataset,order_id,37-6033123
sales_dataset,order_id,13-1936536
sales_dataset,order_id,68-9875936
sales_dataset,order_id,64-1003834
sales_dataset,order_id,75-6291395
sales_dataset,order_id,31-9806848
sales_dataset,order_id,74-7472724
sales_dataset,order_id,66-6777720
sales_dataset,order_id,18-5234470
sales_dataset,order_id,82-8353642
sales_dataset,order_id,93-5465623
sales_dataset,order_id,77-3226391
sales_dataset,order_id,02-9253490
sales_dataset,order_id,78-6287811
sales_dataset,order_id,10-9932801
sales_dataset,order_id,29-0601002
sales_dataset,order_id,43-9259516
sales_dataset,order_id,13-0526029
sales_dataset,order_id,92-3462655
sales_dataset,order_id,74-4541594
sales_dataset,order_id,39-3557596
sales_dataset,order_id,02-1124101
sales_dataset,order_id,55-1395838
sales_dataset,order_id,52-7049356
sales_dataset,order_id,99-9215178
sales_dataset,order_id,75-6127722
sales_dataset,order_id,65-5376517
sales_dataset,order_id,68-9634139
sales_dataset,order_id,87-0922827
sales_dataset,order_id,70-1769929
sales_dataset,order_id,22-6938537
sales_dataset,order_id,86-3876359
sales_dataset,order_id,06-4611284
sales_dataset,order_id,31-2600204
sales_dataset,order_id,12-1249283
sales_dataset,order_id,96-1991854
sales_dataset,order_id,33-4706706
sales_dataset,order_id,88-1711226
sales_dataset,order_id,74-4429133
sales_dataset,order_id,31-7075495
sales_dataset,order_id,99-9093075
sales_dataset,order_id,54-1058965
sales_dataset,order_id,95-3196761
sales_dataset,order_id,48-2932903
sales_dataset,order_id,36-4321653
sales_dataset,order_id,95-7886861
sales_dataset,order_id,19-9649739
sales_dataset,order_id,59-2117058
sales_dataset,order_id,28-6152726
sales_dataset,order_id,34-8728117
sales_dataset,order_id,98-8250897
sales_dataset,order_id,65-2631885
sales_dataset,order_id,91-4296427
sales_dataset,order_id,30-9137723
sales_dataset,order_id,35-7483371
sales_dataset,order_id,86-6380587
sales_dataset,order_id,04-4730440
sales_dataset,order_id,47-5733147
sales_dataset,order_id,69-6259390
sales_dataset,order_id,59-3526945
sales_dataset,order_id,12-3815754
sales_dataset,order_id,23-1397222
sales_dataset,order_id,80-1374023
sales_dataset,order_id,98-4201877
sales_dataset,order_id,26-9948924
sales_dataset,order_id,04-8899739
sales_dataset,order_id,76-1827989
sales_dataset,order_id,67-3929836
sales_dataset,order_id,60-7663173
sales_dataset,order_id,86-6763776
sales_dataset,order_id,02-3972649
sales_dataset,order_id,87-5540520
sales_dataset,order_id,99-8643527
sales_dataset,order_id,47-7207206
sales_dataset,order_id,70-0044622
sales_dataset,order_id,86-6760202
sales_dataset,order_id,64-9816105
sales_dataset,order_id,20-1013432
sales_dataset,order_id,75-5652593
sales_dataset,order_id,77-7771177
sales_dataset,order_id,41-0722740
sales_dataset,order_id,85-5544928
sales_dataset,order_id,70-7769332
sales_dataset,order_id,46-9710750
sales_dataset,order_id,44-9036885
sales_dataset,order_id,64-4188827
sales_dataset,order_id,61-3721294
sales_dataset,order_id,34-0232219
sales_dataset,order_id,81-1454737
sales_dataset,order_id,57-7927520
sales_dataset,order_id,72-2796883
sales_dataset,order_id,94-1199389
sales_dataset,order_id,97-8921759
sales_dataset,order_id,96-1388247
sales_dataset,order_id,46-5888587
sales_dataset,order_id,44-0527427
sales_dataset,order_id,47-0640313
sales_dataset,order_id,50-8357453
sales_dataset,order_id,46-8792953
sales_dataset,order_id,47-9701762
sales_dataset,order_id,66-2612057
sales_dataset,order_id,11-6024248
sales_dataset,order_id,93-4118211
sales_dataset,order_id,33-8547717
sales_dataset,order_id,76-3837496
sales_dataset,order_id,24-6566439
sales_dataset,order_id,28-0622425
sales_dataset,order_id,99-3994854
sales_dataset,order_id,71-2709641
sales_dataset,order_id,84-4465649
sales_dataset,order_id,37-7100862
sales_dataset,order_id,57-6427586
sales_dataset,order_id,97-8712680
sales_dataset,order_id,06-8466490
sales_dataset,order_id,88-5406813
sales_dataset,order_id,55-4422832
sales_dataset,order_id,11-5257937
sales_dataset,order_id,56-0800364
sales_dataset,order_id,29-0072186
sales_dataset,order_id,74-9856135
sales_dataset,order_id,63-2957047
sales_dataset,order_id,21-8595718
sales_dataset,order_id,14-1283254
sales_dataset,order_id,79-0393736
sales_dataset,order_id,55-3118263
sales_dataset,order_id,91-4126746
sales_dataset,order_id,59-5711012
sales_dataset,order_id,56-8476539
sales_dataset,order_id,97-5858605
sales_dataset,order_id,75-8968627
sales_dataset,order_id,55-5032186
sales_dataset,order_id,93-8309926
sales_dataset,order_id,26-5649751
sales_dataset,order_id,58-9822844
sales_dataset,order_id,59-5892824
sales_dataset,order_id,83-7592334
sales_dataset,order_id,45-5509135
sales_dataset,order_id,98-1814878
sales_dataset,order_id,17-1884075
sales_dataset,order_id,19-4538571
sales_dataset,order_id,28-0362135
sales_dataset,order_id,26-9826298
sales_dataset,order_id,94-3590580
sales_dataset,order_id,22-6745595
sales_dataset,order_id,81-9457605
sales_dataset,order_id,99-7422044
sales_dataset,order_id,58-2923511
sales_dataset,order_id,10-9241948
sales_dataset,order_id,55-7848276
sales_dataset,order_id,08-5093310
sales_dataset,order_id,23-0941629
sales_dataset,order_id,79-6118087
sales_dataset,order_id,39-2536155
sales_dataset,order_id,46-0117523
sales_dataset,order_id,92-7917751
sales_dataset,order_id,80-8230605
sales_dataset,order_id,43-4245267
sales_dataset,order_id,30-4823900
sales_dataset,order_id,29-1001593
sales_dataset,order_id,89-3466746
sales_dataset,order_id,20-1191256
sales_dataset,order_id,24-2442637
sales_dataset,order_id,31-8836719
sales_dataset,order_id,98-2104934
sales_dataset,order_id,29-1888759
sales_dataset,order_id,43-6672888
sales_dataset,order_id,76-5919033
sales_dataset,order_id,76-5888381
sales_dataset,order_id,85-4732103
sales_dataset,order_id,22-9949979
sales_dataset,order_id,16-5710075
sales_dataset,order_id,21-2357660
sales_dataset,order_id,95-6123269
sales_dataset,order_id,82-9352154
